,address,name,online_order,book_table,rate,votes,rest_type,dish_liked,cost
4848,"L139, 15th Cross, 5th Main, Sector 6, HSR Layout, HSR, Bangalore",Biryani Palace,1,0,3.9,459,53,"Tandoori Chicken, Chicken Boneless Biryani, Hyderabadi Biryani, Lemon Chicken, Mutton Biryani, Raita",600.0
4849,"Shop 1, Ground Floor, 37th B cross, 9th Block, Ward No 58, Jayanagar, Bangalore",Wat-a-Burger!,1,0,4.0,108,53,"Burgers, Tea, Ferrero Rocher, Sandwich, French Fries",500.0
4850,"1st Floor, BKL Building, Hosur Main Road, HSR, Bangalore",Tharavadu,1,0,3.8,84,53,"Biryani, Fish Curry",400.0
4851,"99, 4th B Cross, Koramangala 5th Block, Bangalore",Momo Hut,1,0,4.0,684,53,"Noodles, Beef Momos, Chicken Shaptra, Chicken Thukpa, Clear Soup, Beef Momo, Chicken Thupka",250.0
4852,"153, Ground Floor, Sheela Arcade, 7th Block, Koramangala 7th Block, Bangalore",Banchharam,0,0,3.9,139,59,"Mishti Doi, Rasgulla, Radhaballavi, Rasmalai, Chamcham, Dum Aloo, Malai Roll",200.0
4853,"52/53 Kavery Nagar, Kodichikkanahalli Main Road, Bommanahalli, Bangalore",Parisar Veg Restaurant,1,0,3.6,64,17,"Masala Dosa, Vada",400.0
4854,"34, 5th Cross, Koramangala 5th Block, Bangalore",Chaska Bun,1,0,4.2,166,53,"Ginger Tea, Chai, Samosa, Bun Omelette, Elaichi Tea, Egg Bhurji, Carrot Cake",300.0
4855,"21, Ground Floor, B.H.C.S.L Layout, Stage 2, Bannerghatta Road, Bangalore",Marwa Restaurant,1,1,3.5,551,17,"Kalmi Kabab, Gulab Jamun, Chicken Grill, Shawarma Roll, Vegetarian, Barbeque Chicken, Dal Fry",600.0
4856,"26, 16th Cross, 5th Phase, 100ft Ring Road, Opposie Canara Bank, JP Nagar, Bangalore",Pallavi North Indian Veg Restaurant,1,0,3.7,244,17,"Butter Paneer, Butter Naan, Panneer Butter Masala, Tandoori Roti",450.0
4857,"13/34, 24th A Main, District Road, 9th Block, Near Jain College Back Gate, Jayanagar, Bangalore",Hari Super Sandwich,0,0,4.0,161,53,"Chocolate Sandwich, Chaat, Corn Sandwich, Chilli Cheese, Cheese Sandwiches, Veg Sandwich",200.0
4858,"4, 1st Cross, Christ School Road, Bhavani Layout, Bannerghatta Road, Bangalore",Cafe Arabica,0,0,3.8,69,12,"Coffee, French Fries, Lemon Tea, Veg Sandwich",700.0
4859,"MM Complex, Koramangala 5th Block, Bangalore",The Paramount Hotel,1,0,3.5,239,17,"Chicken Grill, Biryani, Shawarma",1000.0
4860,"61, 4th Floor, 1st Main, 7th Block, Koramangala 7th Block, Bangalore",Gam's Delicacy,1,1,4.2,325,17,"Fish, Veg Thali, Bamboo Shoot Pork, Pork Fry, Kheer, Pork Thali, Clear Soup",800.0
4861,"764/44, 37th Cross 18th Main, 4th T Block, Jayanagar, Bangalore",Mysuru Coffee Thindi,1,0,4.1,301,53,"Coffee, Masala Dosa, Tea, Badam Milk, Vada, Idli, Raagi Dosa",200.0
4862,"228/A, 9th Main, K.S.R.T.C Layout, 2nd Phase, JP Nagar, Bangalore",Spice Up,1,0,3.8,146,17,"Chicken Lollipop, Vegetable Biryani, Noodles, Chicken Noodle, Clear Soup, Hot Pot, Coriander Chicken",600.0
4863,"Ground Floor, Gopalan Innovation Mall, Bannerghatta Road, Bangalore",Taco Bell,1,0,4.0,911,53,"Nachos, Tacos, Mexican Pizza, Cheesy Fiesta Potato, Fries, Rice Bowl, Salsa",600.0
4864,"18-30, 60 Feet Road, 6th Block, Koramangala, Bangalore",Delite Chaat House,1,0,3.9,498,53,"Chaat, Dabeli, Pav Bhaji, Dhokla, Gujarati Food, Jalebi, Panipuri",300.0
4865,"1036, 26th Main, 4th Block, Jayanagar, Bangalore",Kalpavriksha Upahara,1,0,3.9,126,53,Coffee,400.0
4866,"29/1, 30th Cross, 4th T Block, Thilknagar, Jayanagar, Bangalore",Tawa Sagara,1,0,3.8,122,17,"Sea Food, Biryani, Fish Thali, Neer Dosa, Murgh Ghee Roast",700.0
4867,"70/71, Seetharam Complex, Bilekahalli, Bannerghatta Main Road, Bannerghatta Road, Bangalore",Status,1,0,3.3,67,17,Prompt Service,600.0
4868,"702, 6th Cross, 3rd Block, Behind BDA Complex, Koramangala 3rd Block, Bangalore",Sagar Fast Food,1,0,4.0,76,53,"Tea, Coffee, Neer Dosa, Gajar Ka Halwa, Thali, Chaat, Cheese Dosa",300.0
4869,"4th Floor, Gopalan Innovation Mall, Bannerghatta Road, Bangalore",Green Onion,0,0,3.3,50,35,"Noodles, Momos, Chicken Noodle",400.0
4870,"1158, 5th Main, 20th Cross, 7th Sector, HSR, Bangalore",Southinn,1,0,3.8,190,53,"Vada, Idli, Masala Dosa, Filter Coffee, Tea, Sandwiches",250.0
4871,"Opposite SBI Building, Near Oracle Building, Thavarekere Main Road, Koramangala 7th Block, Bangalore",Paisa Vasool,1,0,3.3,394,53,"Fish Thali, Aloo Paratha",400.0
4872,"Shop 213, Grace Point, Opposite Bosch Back Gate, 1st Main Road, Koramangala 7th Block, Bangalore",Laziz Pizza,1,0,3.8,41,53,"Pizza, Peri Peri Fries, Veg Paprika",400.0
4873,"125, Jyoti Nivas College Road, KHB Colony, Koramangala 5th Block, Bangalore",Dosa Plaza,1,0,3.8,139,53,Masala Dosa,200.0
4874,"1291, 25th Main, Near Big Bazaar, 9th Block, Jayanagar, Bangalore",Rajvardhan Foods,1,0,3.9,315,53,"Vada Pav, Misal Pav, Sabudana Vada, Dabeli, Pav Bhaji, Sabudana Khichdi, Lassi",300.0
4875,"1478/1, 18th Main, 40th Cross, 4th T Block, Jayanagar, Bangalore",Tummy Fuel,1,0,4.2,450,11,"Sandwiches, Salads, Panipuri, Gol Gappe, Pizza Sandwich, Cheesy Pizza, Pancakes",400.0
4876,"3rd Floor, 100 Feet Road, Near BDA complex, Koramangala 4th Block, Bangalore",Barcode,0,1,3.8,169,4,"Prawn, French Fries, Draught Beer, Biryani",1300.0
4877,"The Mylapore Cafe 29, 5th Main Teachers Colony Koramangala Block 1 Bangalore 560034",The Mylapore Cafe,1,0,4.1,119,53,"Masala Dosa, Pongal, Filter Coffee, Tea, Idli",200.0
4878,"1/52-10, Bharath Petroleum Premises, Opposite Subramanya Arcade, Bannerghatta Road, Bangalore",Cravy Wings,1,0,4.2,289,53,"Burgers, Chicken Popcorn, Peri Peri Chicken, Wings, Peri Peri Burger, Fries, Crunchy Veg Burger",400.0
4879,"56, 1st A Main Road, 80 Feet Road, Koramangala 7th Block, Bangalore",Gundappa Donne Biryani,0,0,3.1,117,53,"Thali, Chicken Lollipop, Gundappa Donne Biryani, Mutton Biryani",200.0
4880,"The HHI Select Bengaluru Hotel, 686, 15th Cross, Ring Road, 2nd Phase, JP Nagar, Bangalore",The Onyx - The HHI Select Bengaluru,0,0,3.3,177,17,"Chaat, Custard, Fish, Pepper Chicken, Lunch Buffet, Chicken Tikka, Salads",950.0
4881,"45/1, 45/2, Bangalore Central, 45th Cross, 9th Block, Jayanagar, Bangalore",The Chocolate Room,1,0,3.9,153,35,"Brownie, Coffee, Hot Chocolate, Garlic Pops, Chocolate Waffles, Chocolate Avalanche",400.0
4882,"49/5, 1st Floor, 1st Main Road, Koramangala 5th Block, Bangalore",Flavor of Tibet,0,0,4.0,57,17,"Noodles, Chicken Manchow Soup, Veg Momos",400.0
4883,"360, 1st Floor, 1st Main, Koramangala 7th Block, Bangalore",Maria's Goan Kitchen,1,0,3.9,391,17,"Goan Thali, Sol Kadhi, Prawn, Pork Vindaloo, Plain Rice, Fish, Beef Fry",750.0
4884,"487, Opposite Krishna Temple, JNC Road, 1st A Cross, Koramangala 5th Block, Bangalore",Shaap,1,0,3.6,207,17,"Appam, Kappa Biryani, Chicken Fry, Kallappam, Buttermilk, Beef Fry, Paratha",500.0
4885,"Opposite Bangalore Central Mall, 9th Block, Jayanagar, Bangalore",Upahara Darshini,1,0,4.0,166,53,"Vada, Coffee, Masala Dosa, Gulab Jamun, Roti, Idli, Tomato Soup",400.0
4886,"159, 2nd Cross Road, Koramangala 7th Block, Bangalore",Hotel Food Lands,1,0,3.8,57,17,"Sea Food, Biryani, Anjal Tava Fry",700.0
4887,"412/A, 1st C Cross, Near Forum Mall, 7th Block, Koramangala 7th Block, Bangalore",Elmas Restaurant,1,0,3.4,34,17,Rooftop Ambience,650.0
4888,"3, Opposite Sagar Hospital, Tilak Nagar, Jayanagar, Bangalore",Vijayalakshmi Veg,1,0,3.9,97,53,"Vada, Rava Idli, Masala Dosa, Coffee",200.0
4889,"65, 5th Main Road, Teacher's Colony, Jakkasandra, HSR Layout 5th Sector, Koramangala 1st Block, Bangalore",Chowpatty,1,0,3.6,95,53,"Pav Bhaji, Dabeli, Paratha, Raj Kachori, Vada Pav",300.0
4890,"356, 1st B Main, Koramangala 7th Block, Bangalore",Yummy Biryani,1,0,3.8,41,53,"Biryani, Paratha, Chicken Masala, Kerala Parotta",200.0
4891,"31/1, 22nd Main, 2nd Phase, JP Nagar, Bangalore",Nammura Upahara,0,0,3.8,40,53,"Masala Dosa, Tea, Vada, Idli, Coffee",100.0
4892,"66, First Floor, JNC Road, Koramangala 5th Block, Bangalore",Dhuaan,0,0,3.8,109,11,"Paneer Pizza, Oreo Shake",800.0
4893,"149, 5th Main,6th Sector, HSR, Bangalore",Foodiesthan,1,0,3.7,59,11,"Masala Chai, Garlic Bread, Oreo Shake",600.0
4894,"2, 1st Floor, 100 Feet Road, Koramangala 5th Block, Bangalore",Urban Spoon Buffet Restaurant,0,1,3.5,32,17,Courteous Staff,1000.0
4895,"37th Cross, 18th Main, 4 T Block, Jayanagar, Bangalore",Polar Bear,1,0,3.8,46,26,"Sandwiches, Sandwich",400.0
4896,"213, Opposite Bosch Gate, Saibaba Temple Road, 1st Main, Koramangala 7th Block, Bangalore",Min Mini Punjabi Dhaba,1,0,3.9,85,53,"Dal Makhani, Amritsari Kulcha",400.0
4897,"354, 1st Main Road, Koramangala 7th Block, Bangalore",Friend's Cafe,1,0,3.9,551,53,"Coffee, Burgers, Pasta, Beef Steak, Chicken Lasagne, Salads, Sandwiches",600.0
4898,"219, 7th Block, Koramangala 7th Block, Bangalore",Barbeque Station,1,0,2.8,151,17,"Biryani, Butter Naan",700.0
4899,"1339/5, 1st Floor, 41st Cross, 22nd Main, Jayanagar, Bangalore",Mug N Bean,1,0,3.9,247,11,"Maggi, Pasta, Burgers, Grilled Sandwich, Latte, French Fries",400.0
4900,"Ground Floor, 21, Krishnama Raju Layout, Near Oracle Dorasani Palya, JP Nagar, Bangalore",More Pizza,1,0,3.8,46,53,"Pizza, Garlic Bread, Chicken Lasagne",450.0
4901,"Agastya Suites, 116, 8th Main Road, Next to M.K.Ahmed Retail, 4th Phase, JP Nagar, Bangalore",Pizza Stop,1,0,3.9,386,53,"Tortilla Chips, Tabasco Pizza, Salsa, Mixed Sauce Pasta, White Sauce Pasta, Manali Pizza, Nawabi Pizza",600.0
4902,"Transit, Forum Mall, Koramangala 7th Block, Bangalore",Shiv Sagar,0,0,3.9,152,35,"Coffee, Chaat, Bhel Puri, Spring Dosa, Buttermilk, Bread Pakora, Masala Poori",500.0
4903,"G1, Ground Floor, 356, 14th B Cross, 6th Main, Sector 6, HSR, Bangalore",Mak n Vak - Fyn,1,0,3.9,344,53,"Liti Chokha, Chilli Chicken, Pan Fried Momos, Noodles, Chicken Litti, Paratha, Lassi",500.0
4904,"55, 4th Floor, 15th Cross, 19th Main, 2nd Phase, JP Nagar, Bangalore",Chung Wah Opus,1,0,3.0,59,17,"Rice, Noodles, Chop Suey",650.0
4905,"756/L-189, Sector 6, Near Silk Board Junction, HSR, Bangalore",Aroma Fine Dine,1,1,4.0,128,17,"Chicken Biryani, Dal Makhani, Garlic Naan, Bamboo Biryani, Murgh Ghee Roast",900.0
4906,"Venkatapura Main Road, Koramangala 1st Block, Bangalore",The Hidden Cafe,1,0,3.9,96,53,"Hyderabadi Biryani, Ginger Chicken",350.0
4907,"F 7, Ranka Villa, Opposite Kalyani Motors, Bilekahalli Main Road, Bannerghatta Road, Bangalore",Shuddh Desi Khana,1,0,4.1,609,53,"Paratha, Chicken Kebab, Biryani, Lassi, Butter Chicken, Chicken Curry, Veg Kolhapuri",400.0
4908,"2nd Floor, Transit, Forum Mall, Koramangala 7th Block, Bangalore Koramangala 7th Block",Tibbs Frankie,0,0,3.5,70,53,"Rolls, Masala Veg Frankie, Chicken Frankie",200.0
4909,"2nd Floor, Transit, Forum Mall, Koramangala 7th Block, Bangalore",Coconadu,0,0,3.7,36,36,"Paratha, Fish Fry",400.0
4910,"204, 4th Cross, KSRTC Layout, 2nd Phase, JP Nagar, Bangalore",Cafe Potpourri,1,0,3.7,132,11,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich",400.0
4911,"8/3, Opposite St. Thomas Parish Hall, 4th Cross, Bhavani Layout, Bannerghatta Road, Bangalore",New Royal Treat,1,0,2.8,102,53,"Roti, Chicken Biryani",350.0
4912,"Near Ragigudda Temple, 3rd Cross, 8th Main, Southend Road, JP Nagar 3rd Phase, JP Nagar, Bangalore",SLV Restaurant,0,0,4.2,377,53,"Masala Dosa, Handi Biryani, Maddur Vada, Filter Coffee, Goli Bajji, Kesari Bath, Rava Idli",300.0
4913,"39/3 &44, Spar Hypermarket, Bannerghatta Mmain Road, Bannerghatta Road, Bangalore",Tiwari's,1,0,3.9,75,53,"Chaat, Panipuri, Lassi, Aloo Paratha, Chai, Gulab Jamun",200.0
4914,"795, 8th Main, 3rd Phase, JP Nagar, Bangalore",Kamat Swaad,1,0,3.9,194,17,"Jowar Roti, Akki Rottis, Buttermilk, Idli, Thali, Vada, Bajji",400.0
4915,"287, Ground Floor, 15th Cross, 5th Phase, JP Nagar, Bangalore",Mast Kalandar,0,0,2.3,175,17,"Raita, Thali, Paratha, Chole, Buttermilk, Paneer Bhurji, Rice",450.0
4916,"203, KHB Block, Koramangala 5th Block, Bangalore",Kinpeetos,1,0,3.9,64,53,"Burgers, Belgian Fries, Pasta, Salads, Falafel Pockets, Greek Sandwich",300.0
4917,"60, Opposite HDFC Bank, 1st Cross, Koramangala 7th Block, Bangalore",Udupi Grand,0,0,2.8,64,53,"Idli, Vada, Coffee, Masala Dosa, Masala Poori",300.0
4918,"135/15, 100 Feet Ring Road, 3rd Phase, JP Nagar, Bangalore",Chaitanya Cafe,1,0,3.9,92,53,"Coffee, Pav Bhaji, Masala Dosa, Vada Sambar",300.0
4919,"478, Ground Floor, Krishna Temple Road, Koramangala 5th Block, Bangalore",Natuna Seafood House,1,0,4.2,76,53,"Sea Food, Thali, Red Snapper, Fish Fry, Neer Dosa",450.0
4920,"337, 1st B Main, Koramangala 7th Block, Bangalore",Malnad Military Hotel,0,0,3.8,40,17,"Chicken Curry, Pepper Chicken, Neer Dosa, Mutton Chops, Fish, Mutton Curry",500.0
4921,"80, 4th B Cross, Opposite BDA Complex, Koramangala 4th Block, Bangalore",Daily Bread,0,0,2.8,53,3,"Sandwiches, Sandwich, Coffee",600.0
4922,"2nd Floor, 50/1 Jyoti Nivas College Road, Opposite Jyoti Nivas College Main Gate, Koramangala 5th Block, Bangalore",Food And You,0,0,3.8,89,53,"Thali, Thepla, Gulab Jamun, Masala Lassi, Rice, Gujarati Food, Roti",300.0
4923,"67, 15th Cross, 3rd Phase, JP Nagar, Bangalore",Calvin's,0,0,2.9,231,26,"Pasta, Sandwiches, Club Sandwich, Cottage Cheese Steak, Waffles, Chicken Lasagne, Chicken Burger",800.0
4924,"193, N.S. Pallya, Bannerghatta Road, Bangalore",Hotel Aradhana,1,0,3.7,51,53,"Akki Rottis, Neer Dosa",300.0
4925,"1119/A/28, East End Main Road, 4th T Block, Jayanagar, Bangalore",Chef Master,1,0,3.8,75,53,"Fish Curry, Appam, Tea, Egg Roast, Sea Food",300.0
4926,"122 A, KHB Colony, Koramangala 5th Block, Bangalore",Burger Lounge,1,0,3.0,72,53,"Burgers, Zinger Burger",600.0
4927,"Food Court, Forum Mall, Koramangala, Koramangala 7th Block, Bangalore",Malabar Coastal Cuisine,0,0,3.6,68,35,"Paratha, Sea Food, Appam, Malabari Biryani",550.0
4928,"336, 1st B Main, 7th Block, Koramangala 7th Block, Bangalore",Chai Chowk,0,0,3.8,82,53,"Chai, Lemon Tea, Ginger Tea, Rolls",200.0
4929,"Opposite Ranka Colony, Bilekahalli, Bannerghatta Road, Bangalore",Tandoor Hut,0,0,2.2,90,17,"Noodles, Tandoori Chicken",750.0
4930,"Level 2, Transit Food Court, Forum Mall, Koramangala 7th Block, Bangalore",Falafel's - The Lebanese Haus,0,0,2.9,53,53,"Falafel, Shawarma, Chicken Shawarama, Salad, Whole Wheat Pita, Middle Eastern Food, Pizza",300.0
4931,"56/1, Next to Airtel Office, Stage 1, Bannerghatta Road, Bangalore",Panchami Garden,0,0,3.5,56,53,"Masala Dosa, Idli",400.0
4932,"4 M Block, Central Mall, 9th Block, JP Nagar, Bangalore",Cafe Bollywood,0,0,3.4,25,53,"Pav Bhaji, Dahipuri, Chaat, Paratha, Noodles",200.0
4933,"305, Anand NR Onyx, 15th Cross, 100 Feet Ring Road, 5th Phase Extension, JP Nagar, Bangalore",Woodee Pizza,1,0,2.7,85,11,"Pizza, Lemonade, Chilli Cheese Fries, Thick Shakes",500.0
4934,"1424/81, 9th Block East, South End, A Cross, Jayanagar, Bangalore",Pappu Da Dhaba,1,0,3.0,57,53,"Lassi, Chai, Paratha",400.0
4935,"1550, 1st Floor, East End Circle, 9th Block, Jayanagar, Bangalore",The Denny's,0,0,3.7,91,17,"Palak Rice, Draught Beer",900.0
4936,"70/1, 4th Cross, 17B Main Road, KHB Block, Koramangala 5th Block, Bangalore",Tapri By The Corner,1,0,4.1,205,53,"Tea, Chole, Khichda, Butter Paneer, Paneer Bhurji, Paratha, Masala Chai",250.0
4937,"117, 1st Main, KSRTC Layout, 9th Cross, 2nd Phase, JP Nagar, Bangalore",Kakal-Kai Ruchi,0,0,3.8,89,53,"Dahi Vada, Masala Dosa, Coffee, Chaat, Roti",400.0
4938,"1576, East End Main Road, 9th Block, Jayanagar, Bangalore",Siddique Kabab Centre,1,0,3.1,68,53,"Chicken Grill, Rumali Roti, Rolls",550.0
4939,"5/2, CL Layout, DRC Post, Near Christ College, Hosur Road, Bangalore",Khan Saheb Grills and Rolls,1,0,3.8,62,53,"Rolls, Veggie Roll, Chicken Tikka Roll, Beda Roti",350.0
4940,"1065/A, 5th Cross, 13th Main, 2nd Floor, Vijaya Bank Layout, Bannerghatta Road, Bangalore",Ambara Gardenia,1,1,3.8,256,17,"Fish Fry, Crab Sukha, Chicken Biryani, Fish Curry, Murgh Ghee Roast, Roti, Naan",800.0
4941,"9 Roopenagrahara, Behind Mahendra showroom, Bommanahalli, Bangalore",Biryani Junction,1,0,2.3,298,53,"Raita, Vegetable Biryani, Biryani Combo",450.0
4942,"1346, Marenahalli Road, KSRTC Layout, Near Bangalore Central Mall, 2nd Phase, JP Nagar, Bangalore",Cafe Mist,1,0,3.8,187,11,"Barbecue Chicken Burger, Coffee, Ice Tea, Peri Peri Chicken, Pasta, Maggi, Nachos",500.0
4943,"91, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Gilly's Restobar,0,1,4.5,3902,51,"Thai Crispy Chicken, Mojito, Watermelon Martini, Chicken Biryani, Beef Fry, Cocktails, Calamari",1000.0
4944,"5th Floor, CPR Tower, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore","3B's - Buddies, Bar & Barbecues",0,1,4.4,1149,18,"Paan Ice Cream, Cocktails, Fish Grill, Crispy Corn, Butter Chicken, Phirni, Chicken Tikka",1100.0
4945,"934, 1st Block, 4th Stage, DC Halli, BG Road, BTM, Bangalore",BANGALORE BOX,1,1,4.1,624,18,"Biryani, Chicken Bbq Wings, Mocktails, Sangria, Cocktails, Burgers, Pasta",1500.0
4946,"56, Jai Bheema Nagar, 29th Main, 1st Stage, BTM, Bangalore",Pecos Hideout,0,1,4.0,165,4,"Chicken Steak, Beer, Beef Steak, Cheese Nachos, Honey Chilli Potatoes, French Fries, Masala Peanuts",1100.0
4947,"118, Koramangala Industrial Area, Koramangala 7th Block, Bangalore",Koramangala Social,1,0,4.6,4650,39,"Manchow Soup, Caramel Custard, Cocktails, Bbq Platter, Pork Ribs, Mocktails, Paratha",1500.0
4948,"8, Koramanagala Industrial Layout, Near HDFC Bank, Koramangala 5th Block, Bangalore",XOOX Brewmill,0,1,4.4,1533,45,"Cocktails, Apple Cider, Craft Beer, Burgers, Stout, Seafood Salad, Noodles",2000.0
4949,"6, Z1 Construction Building, 5th Floor, Next To Sapna Book House, 20th Main Road, Koramangala 7th Block, Bangalore",Bombay Adda,0,1,4.5,2225,18,"Nachos, Cocktails, Chicken Tikka, Nasi Goreng, Pav Bhaji Fondue, Tiramisu, Samosa",1100.0
4950,"5th Floor, Gopalan Innovation Mall, Bannerghatta Road, Bangalore",Deja Vu Resto Bar,1,1,4.4,2493,48,"Gajar Ka Halwa, Chilli Chicken, Hara Bhara Kebab, Custard, Brownie, Sev Puri, Pasta",900.0
4951,"4, 100 Feet Road, Koramangala 5th Block, Bangalore",Brooks and Bonds Brewery,1,1,4.4,3870,22,"Beef Chilli, Salad, Cocktails, Pizza, Craft Beer, Potato Wedges, Mango Cider",1600.0
4952,"115, 3rd Floor, Opposite Raheja Arcade, Koramangala 7th Block, Bangalore",Fenny's Lounge And Kitchen,0,1,4.5,6348,5,"Caramel Pudding, Cocktails, Pizza, Mocktails, Bbq Chicken, Veg Starter, Sea Food",1600.0
4953,"55, 5th Floor, Goenka Chambers, 19th Main Road, Jeewan Griha Colony, Phase 2, JP Nagar, Bangalore",Brewsky,1,1,4.4,4315,43,"Pork Chops, Craft Beer, Chicken Biryani, Chowmein, Drunken Chicken Wings, Cocktails, Mocktails",1600.0
4954,"122/B, Jyothi Nivas Road, 5th Block, Koramangala 5th Block, Bangalore",House Of Commons,0,1,4.8,4390,4,"Cocktails, Chaap, Tandoori Chicken, Mocktails, Beer, Ghee Roast Mutton, Martini",1000.0
4955,"104, 3rd Floor, 1st Main, 5th Block, Jatti Building, Koramangala 5th Block, Bangalore",Drava,0,1,4.4,110,39,"Cocktails, Veg Burger, Pizza, Beer, Burgers, Spaghetti Aglio Olio, Sweet Lime Juice",1500.0
4956,"413, 100 Feet Road, Next E-Zone, Koramangala 4th Block, Bangalore",The Terrace at Gilly's Redefined,0,1,4.6,866,45,"Cocktails, Beer, Mocktails, Biryani, Long Island Iced Tea, Drunken Prawn, Sunday Brunch",1400.0
4957,"2nd Floor, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",The Boozy Griffin,0,1,4.6,4947,23,"Cocktails, Craft Beer, Salads, Devils Chicken, Sea Food, Mocktails, Wedges",1800.0
4958,"105, 3rd Floor, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Simon Says Brew Works,0,1,4.5,1932,45,"Beer, Onion Pakoda, Long Island Iced Tea, Peri Peri Chicken, Cocktails, Veg Platter, Stout",1400.0
4959,"413, 100 Feet Road, Koramangala 4th Block, Bangalore",Myu Bar at Gilly's Redefined,0,1,4.4,1213,44,"Mai Thai, Sangria, Cocktails, Pizza, Biryani, Beer, Chicken Nachos",1200.0
4960,"55, 2nd Floor, Goenka Chambers, 19th Main Road, Outer Main Road, JP Nagar, Bangalore",55 Wall Street,0,1,3.9,1771,4,"Cocktails, Beer, Bloody Mary, Pasta, Pizza, Burgers, Nachos",1300.0
4961,"40, 4th P Cross, Koramangala 5th Block, Bangalore",Happy Brew,0,1,4.0,2151,39,"Beer, Jalapeno Cheeseballs, Peri Peri Chicken Burger, Burgers, Nachos, Barbecue Chicken Wings, Cheesy Fries",1000.0
4962,"77/A, 4th Floor Floor, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Crawl Street,1,1,4.3,2563,4,"Biryani, Cocktails, Pasta, Peri Peri Chicken, Mocktails, Paneer Tikka Masala, Pizza",1200.0
4963,"1, SJR Primus, 1st Floor, Opposites Forum Mall Signal, Koramangala 7th Block, Bangalore",Harry's Bar + Cafe,1,1,4.2,1365,18,"Cocktails, Beer, Onion Rings, Burgers, Margherita Pizza, Mocktails, Veg Nachos",1400.0
4964,"45, 100 Feet Road, Opposite Mandovi Motors, 4th Phase, JP Nagar, Bangalore",Crumb Together,1,1,4.1,587,18,"Stuffed Chicken, Malai Broccoli, Cocktails, Salad, Mocktails, Tomato Soup, Biryani",1200.0
4965,"146, Next to William Penn Showroom, Koramangala 5th Block, Bangalore",What's In A Name,1,1,4.1,1774,48,"Cocktails, Chicken Nachos, Pizza, Peri Peri Fries, Hush Puppies, Beer, Tiramisu",1200.0
4966,"147/D, 8th Main Road, 3rd Block, Koramangala 3rd Block, Bangalore",Sathya's,0,1,4.1,759,4,"Chicken Tikka, Egg Chilli, Masala Peanuts, Beer, Pepper Chicken, Chilli Chicken, Masala Papad",1200.0
4967,"309, 15th Cross, 100 Feet road, 5th Phase, JP Nagar, Bangalore",Bottle Breacher,0,1,4.2,1192,23,"Chicken Biryani, Mocktails, Pizza, Cocktails, Beer, Pork Ribs, Nachos",1200.0
4968,"99, Ground Floor, 4th B Cross, 1st Main Road, Koramangala 5th Block, Bangalore",Tilt Gastro Lounge,0,1,4.1,1235,41,"Cocktails, Burgers, Pasta, Exotic Pizza, Long Island Iced Tea, Honey Chilli Potatoes, Nachos",1500.0
4969,"Nandhana Grand Hotel, 52, 6th Cross, 5th Main, 60 Feet Road, Koramangala 6th Block, Bangalore",52 Wall Street,0,0,3.9,737,5,"Beer, Cocktails, Noodles, Buffalo Wings, Chilli Chicken, Pizza, Chicken Tikka",1400.0
4970,"146, Koramangala 5th Block, Bangalore",Bulls N Bears - Bar Trade Xchange,0,1,3.9,144,49,"Pizza, Mango Cheesecake, Beer, Mocktails, Crispy Water Chestnuts, Cosmopolitan, Prawn",1000.0
